question,label
"שתי מכוניות יצאו בו-זמנית זו לקראת זו משתי ערים המרוחקות זו מזו 320 ק""מ. מהירותה של מכונית אחת גדולה ב- 10 קמ""ש ממהירותה של המכונית האחרת. כעבור שעתיים הן עדיין לא נפגשו והמרחק ביניהן היה 20 ק""מ. (א) חשבו את המהירות של כל אחת מהמכוניות. (ב) איזו דרך עברה כל מכונית במשך שעתיים ? (ג) בכמה זמן עוברת המכונית המהירה יותר את כל המסלול ?",0
"ללינוי ושי ביחד 320 ₪ , ללינוי יש x ₪ א. רשמו ביטוי אלגברי לסכום הכסף שיש לשי ב. נתון שלשי יש 80 שקלים יותר, כמה כסף יש ללינוי?",0
"להילה 12 חולצות חדשות, היא נתנה לאחותה X מתוכן א. הביעו באמצעות x, כמה חולצות נשארו להילה ? לאחר שנתנה לאחותה את החולצות, קנתה הילה חולצות, באותה כמות שנשארו לה. ב. הביעו באמצעות x את כמות החולצות שיש להילה כעת.",0
"מחיר בקבוק מים קטן ב5- שקלים ממחיר של חטיף ירקות. עינת קנתה 6 בקבוקי ו3- חטיפי ירקות ושילמה 42 שקלים. בעזרת טבלה, חשבו כמה עולה בקבוק מים וכמה חטיף ירקות.",0
נתון שמחיר של תפוח ומלון ביחד הוא 10 שקלים 2 תפוחים 3 מלונים עולים ביחד 27 שקלים כמה עולה תפוח אחד? 2,0
עלות של מכנס גדולה ב25- שקלים ממחיר של חולצה. ניר קנה 3 מכנסים ו5- חולצות ושילם 475 שח כמה עולה נכנס אחד?,0
מחיר של תפוח היה 2 שקלים ומחיר של אגס 3 שקלים. עידו קנה 12 תפוחים ואגסים ושילם 31 שקלים כמה תפוחים קנה עידו? 100,0
"גרם שקדים עולה 2 שקלים יותר מ100- גרם קשיו והוא יותר זול מעלות של 100 גרם פקאן ב2-שקלים. אמי קנתה 300 גרם שקדים, 200 גרם קשיו ו100- גרם פקאן ושילמה 38 שקלים מה המחיר של 100 גרם שקדים?",0
"ליאור קנה 15 שוקולדים מ3- סוגים: שוקולד לבן, שוקולד רגיל ושוקולד מריר. ידוע שהוא קנה פי 2 יותר שוקולד רגיל משוקולד מריר וידוע שקנה שוקולד לבן אחד יותר משוקולד רגיל. כמה שוקולדים רגילים קנה ליאור?",0
ליאור קנה 17 שוקולדים מ3- סוגים: שוקולד לבן - 3 ש״ח לאחד שוקולד רגיל - 2 ש״ח לאחד ושוקולד מריר - 4 ש״ח לאחד. ידוע שהוא קנה פי 2 יותר שוקולד רגיל משוקולד מריר ושילם עבור כל השוקולדים 47 שקלים כמה שוקו לדים רגילים קנה ליאור? 3,0
קבוצה של 45 אנשים שכרה אוטובוס לטיול. מחיר השכירות התחלק שווה בשווה בין כל האנשים. יומיים לפני הטיול הצטרפו לקבוצה עוד 5 אנשים ולכן כל משתתף שילם 5,0
₪ פחות. מהי עלות שכירת האוטובוס?,0
"מספר חברים החליטו לקנות ביחד קונסולת משחק ואספו כסף. אילו היה כל חבר היה משלם 220 ₪ , היה נותר של עודף של 60 .₪ אילו היה כל אחד משלם 200 ₪ , היה נותר חוסר של 120 .₪ מהו מחיר שנרכשו החברים את קונסולת המשחק?",0
"סוחר קנה 12 מוצרים משני סוגים. סוג 1 מהמוצרים מכר בעלות של 18 שקלים ואת המוצרים מסוג השני בעלות של 14 שקלים למוצר. סה""כ מכר הסוחר את כל המוצרים ב196- שקלים. כמה מוצרים מכר מכל סוג ?",0
"ארזו 192 משחקי מחשב ב4- חבילות גדולות, 6 חבילות בנוניות ו3- חבילות קטנות. בחבילה גדולה יש 20% יותר משחקי מחשב מאשר בחבילה הבינונית וחבילה הקטנה יש 2/3 מכמות ה משחקים שיש בחבילה הבינונית. כמה משחקי מחשב יש בחבילה הבינונית? 4",0
"מחיר ק""ג אפרסקים עולה פי 2 ממחיר ק""ג מלפפונים. יואב קנה 5 ק""ג מלפפונים 3 ק""ג אפרסקים ושילם 66 שקלים כמה עולה ק""ג מלפפונים?",0
עלות שולחן גדולה ב700- ₪ מעלות כיסא דן קנה שולחן ו4- כיסאות בעלות כוללת של 1700 ₪ כמה שילם דן עבור הכיסאות?,0
יויו ויואב התכוננו לטיול שנתי. יויו קנה 4 חטיפים ו2- ממתקים ושילם 22 ₪ ויואב קנה 3 חטיפים ו3- ממתקים ושילם 21 ₪ מהי עלות של ממתק ומהי עלות של חטיף?,0
גלעד ותומר הלכו יחדיו לחנות כלי כתיבה. באותה חנות עלות עיפרון היא 3 ₪ ועלות עט היא 6 .₪ תומר תיכנן לקנות מספר עטים ומספר עפרונות בעלות כוללת של 33 שקלים. א. תנו 2 דוגמאות לכמות של עפרונות ועטים שקנה תומר שתתאים לתנאי השאלה. גלעד קנה 3 עפרונות פחות מתומר ועט אחד יותר בעלות כוללת של 30 שקלים ב. כמה עטים ועפרונות קנה תומר?,0
משקל בקבוק עם פקק הוא 110 גרמים. משקל הבקבוק גדול ב 100 גרמים ממשקל הפקק. מהו משקל הבקבוק? מהו משקל הפקק? 5,0
יוסי ורינה מקבלים דמי כיס חודשיים. הסכום שמקבל יוסי קטן ב 20 ₪ מהסכום שמקבלת רינה. הסכום שמקבלת רינה ב- 5 חודשים שווה לסכום שמקבל יוסי בחצי שנה. כמה כסף מקבל כל אחד מהם בחודש?,0
רום ואורי התכוננו לטיול שנתי. אורי קנה 4 חטיפים ו2- ממתקים ושילם 22 ₪ ורום קנה 3 חטיפים ו3- ממתקים ושילם 21 ₪ מהי עלות של ממתק ומהי עלות של חטיף?,0
בדקו את הנתונים של מסי ורונאלדו בליגה הספרדית ובליגת האלופות בעונת,0
-18 לפי הנתונים כבשו רונאלדו ומסי 60 יחד שערים בליגה הספרדית. רונאלדו כבש בליגת האלופות 57,0
"אחוז מהשערים שכבש בליגה הספרדית ומסי כבש בליגת האלופות 28 שערים פחות ממה שכבש בליגה הספרדית, יחדיו כבשו 21 שערים בליגת האלופות כמה שערים כבש כל אחד מהם בעונת 2017-18?",0
"טליה קנתה 3 ק""ג מלפפונים ו0",0
"- ק""ג ג'ינג'ר במחיר כולל של 33 שקלים ידוע שמחיר ק""ג ג'ינג 'ר גדול ב33- שקלים ממחיר ק""ג מלפפונים מצאו מה המחיר ששילמה טליה עבור הג'ינג'ר?",0
"שני חברים קנו ביחד כרטיס של מפעל הפיס וזכו בפרס של 840 .₪ הם חילקו את הזכייה ביחס למה שהשקיעו, גלעד השקיע 18 ₪ ותומר השקיע 24 .₪ כמה כסף יקבל כל אחד מהם? 6",0
"עידן קנה מניות של אנרגיה ירוקה, שערך כל מנייה היה 20 דולר. ערכה של המנייה ירד ולאחר שבוע היה 17 דולר א. בכמה אחוזים ירד ערך המנייה לאחר שבוע? לאחר שבוע נוסף ערך המנייה גדל ב30%- אחוז מהערך שהיה לאחר הירידה ועידן מכר את כל המניות שהיו לו ב. בהינתן שעידן קנה 30 מניות, כמה כסף הרוויח עידן?",0
"בקופסה א' יש 30% עוגיות יותר מקופסה ב'. ידוע שיויו אכל 5 עוגיות מקופסה א' ויואב אכל 14% מהעוגיות שהיו בקופסה ב'. לאחר שאכלו היו בקופסה א' , 17 עוגיות יותר מאשר בקופסה ב'. כמה עוגיות אכל יואב?",0
"מחיר הדלק התייקר פעמיים ב ,6% מחירו לפני ההתייקרו ת היה 4 שקלים א. מצאו בכמה התייקר מחיר הדלק ב. מהו מחירו הנוכחי",0
"היחס בין מספר האפליקציות שיש לאלון ובין מספר האפליקציות של לאורי הוא 3:5 א. האם יכול להיות שיש לאלון ואורי ביחד 84 אפליקציות? נמקו ידוע שאם אורי ימחק 10 ואלון ימחק 2 אפליקציות, יהיה היחס בין מספר האפליקציות שיש לאלון לבין מספר האפליקציות שיש לאורי 5:7 ב. מצאו כמה אפליקציו ת היו לאלון לפני שמחק, נמקו",0
"רום ועידו עבדו בקיץ כמדריכים בקייטנת כדורסל. יודע הרוויחו ביחד 2,800 ₪ (משכורתם לא בהכרח שווה). עידו בזבז 20% ממשכורת ו בעוד שרום הצליח להרוויח בעבודה נוספת 32% אחוז ממה שהרוויח ממה שהרוויח בקייטנה. ידוע שבסוף הקיץ היה להם ביחד 2,890 ₪ ביחד. כמה הרוויח עידו בקייטנה?",0
בתחילת השנה היו בכיתה 26 תלמידים. במהלך השנה נוספו 13 תלמידים לכיתה. א. בכמה אחוזים גדל מספר תלמידי הכיתה לאחר שנוספו כל התלמידים שנה לאחר מכן עזבו 13 תלמידים את הכיתה ב. מה אחוז התלמידים שעזבו את הכיתה,0
"במבצע בחנות ספרים ניתנה הנחה של 20% על מחיריהם של כל הספרים. א. אחרי ההנחה היה מחירו של ספר מסוים 72 שקלים. מה היה מחירו לאחר ההנחה? ב. בתום המבצע חזרו מחיריהם של הספרים למחירים המקוריים שהיו לפני ההנחה. בכמה אחוזים התייקרו המחירים של הספרים בתום המבצע, לעומת המחירים שהיו בזמן המבצע? 8 בעיות מספרים",0
אם נחלק מספר נתון ב11- ומהתוצאה שתתקבל נוריד 2 נקבל,0
מהו המספר הנתון?,0
אם נחלק ב2- מספר נתון ונוסיף לתוצאה את המספר הנתון נקבל,0
מצאו את המספר הנתון נקבל ערך הגדול ב3- מהמספר 1,0
אם נחסיר מ30- מספר נתון ואת התוצאה נחלק ב- 2 הנתון. מצאו את המספר הנתון,0
"נתונים שני מספרים שאחד המספרים גדול ב4- מהמספר השני, סכום שני המספרים הוא",0
מצאו את שני המספרים,0
אם נחלק שני מספרים אחד בשני נקבל 4 ואם נחבר את שני המספרים נקבל 60 מה הם שני המספרים?,0
"אם נחבר 2 מספרים ואת התוצאה נחלק ב2- נקבל ,9 אם נכפיל את אחד המספרים ונחסיר ממנו את השני נקבל",0
מה הם שני המספרים,0
"נתונים שני מספרים שסכומם 432 , אם נחסר את המספר הגדול מהמספר הקטן נקבל",0
מה הם המספרים הנתונים?,0
"דנה עברה 40 ק""מ בשעתיים מה מהירות בה נסעה ?",0
חן עבר רץ במהירות של 300 מטר בדקה. איזה מרחק עבר ב5- דקות מה מהירות בה נסעה ?,0
"נועה רכבה במשך 3 שעות ועברה מרחק של 36 ק""מ מה מהירות בה היא רכבה?",0
"ענו על הסעיפים הבאים א. יוסי נסע 150 ק""מ במהירות קבועה של 60 קמ""ש. כמה זמן נסע יוסי? ב. דורון נסע 4 שעות במהירות של 80 קמ""ש, מה המרחק שעבר? ג. בן נסע במהירות 30 קמ""ש במשך 40 דקות, מה המרחק שעבר?",0
"המרחק בין ירושלים לתל אביב הוא 50 ק""מ. א. באיזה מהירות יש לנסוע על מנת להגיע מתל אביב לירושלים בשעה? ב. באיזה מהירות יש לנסוע על מנת להגיע בחצי שעה מת""א לירושלים? ג. אם נסעתי במהירות 80 קמ""ש מירושלים לתל אביב, כמה זמן יקח לי?",0
"ענו על הסעיפים הבאים א. נתון שעברתי 180 ק""מ ב3- שעות, מה המהירות בה נסעתי (מהירות קבועה)? ב. נתון שאלון רץ במהירות קבועה 12 ק""מ ב-שעתיים, מה היה גודל המהירות שרץ אלון ג. נתון שדני הולך 900 מטר ב10- דקות במהירות קבועה, מה מהירותו של דני? ד. רומי הולכת 2 ק""מ ב20- דקות, מהירותה הייתה קבו עה, מה המהירות בה הלכה?",0
"ענו על הסעיפים הבאים א. יוסי נסע 150 ק""מ במהירות קבועה של 60 קמ""ש. כמה זמן נסע יוסי? ב. דורון נסע 4 שעות במהירו ת של 80 קמ""ש, מה המרחק שעבר? ג. בן נסע במהירות 30 קמ""ש במשך 40 דקות, מה המרחק שעבר?",0
"המרחק בין ירושלים לתל אביב הוא 50 ק""מ. א. באיזה מהירות יש לנוסע על מנת להגיע מתל אביב לירושלים בשעה? ב. באיזה מהירות יש לנוסע על מנת להגיע בחצי שעה מת""א לירושלים? ג. אם נסעתי במהירות 80 קמ""ש מירושלים לתל אביב, כמה זמן ייקח לי?",0
"משאית יצאה בשעה 8:00 בבוקר מעיר A לעיר B במהירות קבוע הנמצאות במרחק של 210 ק""מ. בדרך חזרה נסעה בדרך עפר הקצרה ב30- ק""מ ולכן מהירותה הייתה קטנה ב10- קמ""ש. משך הנסיעה בהלוך ובחזור היה זהה. באיזה שעה הגיע המשאית חזרה לעיר A ?",0
"ספורטאי מתאמן לקראת מרוץ אופניים במשך 6 שעות במסלול כולל ירידה עלייה. אורך העלייה גדול ב12- ק""מ. המהירות בעלייה הייתה 10 קמ""ש והמהירות בירידה הייתה 14 קמ""ש. מה אורך המסלול כולו?",0
"דנה וליהיא החליטו לנסוע לאילת. בהלוך נסעו במהירות קבועה ללא עצירה במשך 5 שעות. בחזור נסעו למשך שעתיים באותה מהירות ואז עצרו למנוחה למשך 15 דק ואז בשל פקקים ההורידו את מהירותם ב19- קמ""ש ולכן משך הנסיעה בחזור הייתה 6 ורבע שעות. מה המרחק מרמת השרון חאילת?",0
"יונתן צריך להשלים דרך של 140 ק""מ, לאחר שעבר 20 ק""מ שם לב שעליו להגיע בתוך שעה וחצי ליעדו. באיזה מהירות צריך לנסוע יונתן על מנת להגיע בזמן לפגישתו?",0
"יעל ולי החליטו לצעוד זו לקראת זו, המרחק בניהם היה 12 ק""מ, המהירות של יעל היא 3 קמ""ש ושל לי היית ה 5 קמ""ש. לאחר כמה זמן יפגשו, אם ידוע שיצאו יחדיו ?",0
"נתון שענבר נוסעת כל יום ממודיעין לת""א ב8:00- במהירות קבועה. אם הייתה יוצאת ב10:00- אז התה מקצרת את זמן הנסיעה ב8- דקות ומהירותה הייתה גדלה ב10- קמ""ש. אם הייתה יוצאת ב11:00- אז התה מקצרת את זמן הנסיעה ב 18- דקות ומהירותה הייתה גדלה ב30- קמ""ש. מה המרחק בין תל אביב למודיעין",0
"מכונית נוסעת במהירות 50 קמ""ש מעיר א' לעיר ב' בדרך חזרה היא מגדילה את מהירותה ב10- קמ""ש ולכן הגיעה הזמן הקצר ב1",0
- שעות. מה משך הזמן נסיעתה מעיר א' לעיר ב' ? מה המרחק בין א' לעיר ב' ?,0
"יאיר תכנן לעבור מרחק מסוים במהירות של 6 קמ""ש, לעומתו תכנן גל לעבור מרחק הגדול פי שתיים במהירות של 4 קמ""ש, ידוע שהזמן שלקח ליאיר לסיים את הדרך שתכנן קטן ב- 200 דקות מהזמן שלקח לגל לסיים את המרחק שתכנן לעבור. מצאו את סכום המרחקים שעברו יאיר וגל.",0
"איתי טס מתל אביב לברצלונה. ידוע שמהירות הטיסה בהלוך ובחזור היא 640 קמ""ש וידוע שזמן הטיסה בחזור היה קצר ב35- דקות שעה מכיוון שמרחק הטיסה בהלוך גדול פי 1",0
. מה היה המרחק שעבר המטוס מתל אביב לברצלונה?,0
"בית ספר יצא לטיול בשעה 7:30 בבוקר, בשעה 9:30 עבר 1/4 מהדרך ואז הגדיל את מהירותו ב- 45 קמ""ש והגיע ליעד לאחר שעה וחצי. מה המרחק של היעד מבית הספר?",0
"ליאור בעט כדור במהירות 90 קמ""ש, עידו בעט מאותו המרחק כדור במהירות 100 קמ""ש, ידוע שהכדור של עידו הגיע 1/60 שניות לפני הכדור של ליאור. מה היה המרחק ממנו בעטו עידו וליאור?",0
"דני ועמי יצאו ברגל זה לקראת זה משני יישובים המרוחקים זה מזה 30 ק""מ. הם נפגשו כעבור 4 שעות. למחרת, עמי יצא 5 שעות אחרי דני, והם נפגשו שעתיים לאחר צאתו של עמי. מהי מהירות ההליכה של דני ועמי?",0
"ספינה יצאה לשיט מנקודת מוצא בנמל. הספינה שטה 24 ק""מ מזרחה ואחר כך 10 ק""מ דרומה. לבסוף חזרה לנמל בקו ישר בדיוק לנקודת ההתחלה. א. כמה ק""מ שטה הספינה בדרכה חזרה ? ידוע שמשך כל השיט (הלוך וחוזר) היה שעתיים וחצי והספינה שטה במהירות קבוע לאורך כל השיט ב. מה היית ה מהירות הספינה במהלך השיט?",0
"האריכו צלע ריבוע ב- מאורכה, והתקבל מלבן. היקף המלבן שהתקבל גדול ב 8 - מהיקף הריבוע. מה אורך צלע הריבוע ?",0
"נתון ריבוע, הגדילו 2 צלעות נגדיות שלו ב3- ס""מ ואת 2 הצלעות הנגדיות האחרות הגדילו ב20%- כך שהתקבל מלבן שהיקפו גדול ב8",0
"- ס""מ מהיקף הריבוע הנתון. מצאו את אורך צלע הריבוע הנתון",0
"נתון ריבוע. אם נגדיל שתי צלעות נגדיות שלו ב 15% נקבל מלבן שהיקפו גדול ב- 6 ס""מ מהיקף הריבוע. מה אורך צלע הריבוע? מה שטח הריבוע? מה שטח המלבן המוגדל?",0
"נתון ריבוע. נגדיל שתי צלעות נגדיות שלו ב ,25% ואת שתי הצלעות הנותרות נקטין ב- ,25% כך שמתקבל מלבן. א. האם היקף המלבן גדול, קטן או שווה להיקף הריבוע? ב. האם שטח המלבן גדול, קטן או שווה לשטח הריבוע?",0
"היקף מלבן הוא 100 ס""מ. צלע אחת במלבן היא 20% מהיקפו. בכמה ס""מ יש לקצר את הצלע כדי שאורכה יהיה 10% מההיקף המקוצר?",0
"אם נגדיל צלע אחת של מלבן ב2- ס""מ ונקטין צלע סמוכה לה ב3- ס""מ, נקבל ריבוע שהיקפו 20 ס""מ. מהן מידות המלבן? מהו שטח המלבן? מהו שטח הריבוע שנוצר?",0
"נתון משולש שווה שוקיים שאורך השוק שלו קטנה ב= 30% מאורך הבסיס שלו והיקף המשולש הוא 48 ס""מ א. מצאו את אורך שוק המשולש ב. מצאו את גובה המשולש ג. חשבו את שטחו של המשולש",0
"במשולש שווה שוקיים ABC) AC=AB(, נתון שאורך השוק היא 12 ס""מ ואורך הגובה לשוק BD הוא 8 ס""מ א. מצאו את שטח המשולש. ב. חשבו את אורך בסיס המשולש BC) דייקו שתי ספרות אחרי הנקודה)",0
"במשולש שווה שוקיים ABC, ששטחו 30 סמ""ר, נתון, שאורך הקטע BD הוא 3 ס""מ. א. מצאו את אורך הגובה לבסיס המשולש. ב. מצאו את אורכי השוקיים. ג. חשבו את היקף המשולש.",0
"נתון מלבן שאורך צלע אחת שלו גדולה ב12 ס""מ מאורך הצלע השנייה. א. כמו כן ידוע שהיקפו של המלבן הוא 48 ס״מ ב. סמנו ב-x את אורך הצלע הקצרה, שרטטו את המלבן ורשמו את הנתונים . ג. רשמו משוואה מתאימה ומצאו את אורך צלעות המלבן המקורי בעיות גיל – תרגול",0
"שני אחים נולד ו בהפרש של שנתיים. היום סכום הגילאים שלהם הוא ,34 בני כמה האחים?",0
האם בת 35 ובנה בן,0
בעוד כמה שנים יהיה גיל האם פי 3 מגיל בנה?,0
כשבנו של רונן נולד היה רונן בן 35 כיום רונן גדול ב4- מגיל בנו. בן כמה בנו של רונן היום?,0
"היום גיל האב הוא 38 גיל הבת הוא ,5 בעוד כמה שנים יהיה גיל האב פי 3 מגיל הבת?",0
ירין בת 9 אחות גדולה ממנה. בעוד כמה שנים יהיה גיל אחותה פי 3- מגילה של ירין?,0
מאיה קטנה מאמא שלה ב32- שנים בעוד כמה שנים יהיה גלה שלה מאיה קטן פי 2 מגיל אמא שלה. בת כמה מאיה כיום?,0
גל גדול מאחיו חן ב3- שנים אביהם גדול מסכום הגילאים שלהם ב,0
- ידוע שאביהם גדול פי 4 מהגיל של גל. בן כמה חן?,0
"נתון שיעל גדולה מבתה נעה ב– 28 שנים, ורועי קטן מאביו יוסי ב",0
"- ידוע שסכום הגילאים של יעל ויוסי הוא ,66 וסכום הגילאים של נעה ורועי הוא",0
בת כמה נעה?,0
"שנולד רון היה גיל אביו ,25 לפני כמה שנים גיל האב פי- 6 מהגיל של רון?",0
גיל האב הוא פי 3 מגיל בנו .בעוד 12 שנים יהיה גיל האב רק פי 2 מגיל בנו . בני כמה האב והבן היום ?,0
האם עדי בת 28 . בתה שיר בת 4 . בעוד כמה שנים יהיה גילה של האם עדי פי 4 מגילה של שיר?,0
יואל בן 41 . ישי בן,0
בעוד כמה שנים יהיה סכום הגילים שלהם שווה ל- 69 ?,0
עגילו של נועם פי 3 מגילו של סער. לפני 10 שנים היה גילו של נועם פי 7 מגילו של סער. בני כמה הם היום?,0
גיל האם פי 5 מגיל בתה. בעוד 10 שנים יהיה גיל האם פי 3 מגיל הבת א. בני כמה האם והבת היום ? ב. מה יהיה הפרש הגילים בין האם והבת בעוד 17 שנה ? נמק תשובתך.,0
גיל האב הוא פי 4 מגיל בנו. בעוד 20 שנים יהיה גיל האב רק פי 2 מגיל בנו. בני כמה האב והבן היום?,0
אב בן 36 ובנו בן,0
לפני כמה שנים היה גילו של האב פי 3מגיל הבן? בעיות העברה – תרגול,0
"בחדר יש 80 אנשים, מספר הבנים גדול בעשר ממספר הבנות. כמה בנים ישנם בחדר?",0
"בחדר ב יש 8 תלמידים יותר מחדר א', אם יעברו 4 תלמידים מחדר א לב' יהיה מספר התלמידים בחדר ב גדול פי 3 מחדר א כמה תלמידים בכל חדר?",0
"בקופסה א יש פי שלוש עוגיות מקופסה ב אם נעביר 8 עוגיות מקופסה א' לקופסה ב' יהיה מספר העוגיות זהה בשתי הקופסאות, כמה עוגיות יש בכל קופסא?",0
"יש בכיתה x תלמידים, יום אחד הגיעו רבע מהתלמידים, ביום למחרת הגיעו 3 תלמידים פחות מהיום הקודם. כמה תלמידים בכיתה אם ידוע שהגיעו מחצית מתלמידי הכיתה?",0
בשני חדרים 24 ילדים ביחד. אם יעברו מחדר א' לחדר ב' 2 תלמידים יהיה מספר התלמידים בחדר ב' גדול פי 3 ממספר התלמידים בחדר א . מה מספר התלמידים בכל חדר?,0
"נתונים 3 חדרים: א', ב', ג'. ידוע שבחדר א' יש פי 3 אנשים יותר מחדר ב' ו-פי שתיים יותר מחדר ג'. אם נוציא מכל חדר 3 אנשים יהיו בסה""כ בכל החדרים 55 אנשים. כמה אנשים יש בכל חדר?",0
"נתונים 3 חדרים: א', ב', ג'. ידוע שבחדר א' יש 3 אנשים יותר מבחדר ב', ובחדר ב' יש -פי אנשים 2 יותר מחדר ג'. אם נעביר מחדר א' 3 אנשים לחדר ג' ומחדר ב' נעביר לחדר ג'",0
אנשים יהיה מספר האנשים בחדר ג' ו-ב' שווה. כמה אנשים יש בכל חדר?,0
"לאסף יש שקית במבה לעלמה יש שקית ביסלי, ביחד יש 94 חתיכות. אם אסף יאכל 12 במבה ועלמה תאכל 10 ביסלי יהיו בשקית של נעמה 8 חתיכות יותר מבשקית של אסף כמה חתיכות היו בכל שקית?",0
"בקופסה א יש פי שלוש עוגיות מקופסה ב אם נעביר 8 עוגיות מקופסה א' לקופסה ב' יהיה מספר העוגיות זהה בשתי הקופסאות, כמה עוגיות יש בכל קופסא?",0
﻿,1
"בשתי חביות ביחד 960 ליטר יין. אם נעביר 20% מן הכמות שבחבית הראשונה לחבית השנייה, יהיה נפח היין בחבית השנייה פי 2 מנפח היין בחבית הראשונה. מהו נפח היין בכל חבית בהתחלה?",1
כשמחלקים מספר טבעי ב- 5 מקבלים מנה ושארית. כשמחלקים,1
"משפחת ברק החליטה לרכוש שולחן ו- 6 כיסאות לפינת האוכל. הִציעו להם דגם שעלה במבצע 2,500 שקלים. עד שסיימו לערוך סקר מחירים, והחליטו לקנות את הדגם שהוצע להם, התברר שהמחירים השתנו. הכיסא התייקר ב- ,10% והשולחן הוזל ב-",1
"% לפיכך נאלצה משפחת ברק להוסיף 110 שקלים למחיר הקודם. מה היה מחיר הכיסא, ומה היה מחיר השולחן בהתחלה?",1
"עבור 2 ק""ג תפוחים ו- 5 ק""ג אגסים שילמו 59 שקלים. אם מחיר ק""ג תפוחים יעלה ב- ,10% ומחיר ק""ג אגסים יעלה ב- ,20% ישלמו עבור אותה קנייה 69",1
"שקלים. מה מחיר ק""ג תפוחים, ומה מחיר ק""ג אגסים לפני ההתייקרות?",1
"יוסף רוצה להשקיע בבנק 10,000 שקלים למשך שנה. הוא החליט לחלק את השקעתו לשתי תכניות חסכון. בתכנית הראשונה מקבלים 4% רווח. בתכנית השנייה מקבלים 5% רווח. כמה השקיע יוסף בכל תכנית, אם בסוף השנה הוא קיבל רווח בגובה 440 שקלים?",1
"ניתן לצרוב על דיסק 700 מגה בייט. יואל צרב 60% מהדיסק. כמה מגה בייט הוא יכול עדיין לצרוב? 4 המרחק בין שתי מכוניות הוא 600 ק""מ. המכוניות יצאו באותו הזמן זו לקראת זו. מכונית אחת נסעה במהירות של 40 קמ""ש ומכונית שנייה נסעה במהירות של 60 קמ""ש. כעבור כמה זמן נפגשו המכוניות?",1
"גובה התיבה הוא 30 ס""מ. מקצועות הבסיס הם 6 ס""מ ו- 10 ס""מ. חשבו את הנפח של תיבה.",1
"מספר התלמידים בבית הספר ""אלון"" היה גדול פי 2 ממספר התלמידים בבית הספר ""נחשון"". בית הספר ""נחשון"" שופץ והורחב, ולכן הועברו 125 תלמידים מ""אלון"" ל""נחשון"". לאחר המעבר היחס בין מספר התלמידים ה""אלון"" למספר התלמידים ב""נחשון"" שווה ל",1
- כמה תלמידים היו בכל בית ספר לפני המעבר?,1
בשכבת ט' בבית הספר כל התלמידים מתנדבים לעזרה במקומות שונים. לפניכם דיאגרמת עמודות המתארת את מספר המתנדבים במקומות השונים משכבת 12,1
במעטפה 5 פתקים הממוספרים מ 1 עד,1
שולפים מהמעטפה פתק אחד באקראי. מה ההסתברות שעל הפתק יהיה רשום מספר זוגי?,1
על מדף 32 ספרים,1
ספרים בעברית והיתר ספרים באנגלית. מוציאים באקראי ספר אחד מהספריה. מה ההסתברות שהספר יהיה בעברית?,1
"בכד 8 כדורים אדומים, 2 כדורים לבנים ו 5 כדורים כחולים. מוציאים באקראי כדור מהכד. א. מה ההסתברות שהכדור יהיה אדום? ב. מה ההסתברות שהכדור יהיה כחול?",1
